label,text
"Agendia is a precision oncology company headquartered in Irvine, California, committed to bringing early stage breast cancer patients and their physicians the information they need to make the best decisions for the full treatment journey."
Agendia develops evidence-based novel genomic tests and forges partnerships with groundbreaking companies to develop next-generation digital treatment tools.
Agendia’s assays can be ordered on core biopsies or surgical specimens to inform pre- and post-operative treatment decisions.
"For more information on Agendia’s assays and ongoing trials, please visit www.agendia.com."
"IRVINE, Calif.--(BUSINESS WIRE)--Agendia, Inc., a world leader in precision oncology for breast cancer, today announced its participation in the 39th Annual J.P."
"Agendia Chief Executive Mark Straley will give a virtual presentation on Thursday, January 14 at 2:35 PM EST."
A link to the live audio webcast of Mr. Straley’s presentation will be available by visiting the News & Updates section of Agendia’s website at https://agendia.com/news/.
"Agendia is a precision oncology company headquartered in Irvine, California, committed to bringing early stage breast cancer patients and their physicians the information they need to make the most effective treatment decisions."
"By developing evidence-based novel genomic tests and conducting groundbreaking research while building an arsenal of data that will help treat cancer, Agendia aims to improve patient outcomes and support the evolving clinical needs of breast cancer patients and their physicians every step of the way, from initial diagnosis to cancer-free."
"Roche, Agendia, BD, Dako (Agilent Technologies), Affymetrix, Merck, Arrayit, Genesys Biolabs (20/20GeneSystems), Abbott, ALMAC, BGI, Biocartic, Thermo Fisher, BG Medicine, KEGG EXPRESSION Database"
"NEW YORK – Agendia has amassed tumor samples, as well as genomic and clinical data, from 6,000 breast cancer patients it has tested within the FLEX Registry, a resource that the molecular diagnostics firm is hoping will be a rich resource for studying groups that have been historically underrepresented in research."
"All the enrolled patients have consented to sharing their tumor samples and clinical information, which are linked to results from Agendia's MammaPrint and BluePrint tests, and full transcriptome analysis, as well as 10 years of follow-up data."
"As a requirement for enrollment into FLEX, patients must have their breast cancers tested with Agendia's MammaPrint and BluePrint tests."
"According to William Audeh, Agendia's chief medical officer, this was one of the driving factors behind launching the FLEX Registry, within which Agendia also performs transcriptomic analysis on patients' tumor samples and links it to more than 800 clinical data points."
"NASHVILLE, Tenn.--(BUSINESS WIRE)--CarePayment, a patient financing company that partners with providers to make healthcare affordable through 0.00% APR payment plans, has had a significant year of growth, despite the impacts of COVID-19 on the healthcare industry."
"2019 was a record year for CarePayment, reaching the status as the largest patient financing vendor in the industry."
"“Throughout the pandemic, health systems have suffered unprecedented losses while many patients have delayed important medical care due to financial insecurity,” said CarePayment CEO Craig Hodges."
"To support the increase in providers and patients served, CarePayment redesigned its website for a better user experience and launched the Advanced Patient Engagement Platform which includes capabilities for early digital patient engagement messaging (as early as registration/scheduling), digital-first enrollment, text-to-pay functionality, all integrated with high-touch human support and an intelligent account servicing workflow that engages more patients by eliminating needless barriers to service."
These new capabilities will expand CarePayment’s ability to engage more patients and provide a critical service to providers.
"To power CarePayment’s Advanced Engagement Platform and omni-channel approach to patient and payment engagement, CarePayment entered into a partnership with Acoustic, a global independent marketing cloud with an international client base of more than 3,500 brands, including fortune 500 companies."
"CarePayment will work with Acoustic Campaign to drive highly targeted, intelligence-based outreach to improve engagement and payment."
"“The CarePayment team has remained focused on providing innovative, best-in-class programs, solutions, and customer service to both providers and patients, despite the strain that the pandemic placed on the healthcare industry,” said Ed Caldwell, Chief Revenue Officer at CarePayment."
